Customer ID,Order ID,Product ID,Order Date,Ship Date,Ship Mode,Sales,Quantity,Discount,State,Postal Code,Profit,City Type,Region,Country,Year,Outlet Type,Sales Date
CUST022323,ORD022323,PROD022323,1/14/2021,1/17/2021,First Class,44490.94,8,0.39,Rajasthan,302001,6603.89,Village,North,India,2020,Medium,3/31/2019
CUST022324,ORD022324,PROD022324,4/28/2023,4/30/2023,Same Day,37973.8,4,0.35,Karnataka,560001,3820.36,Tier 1,East,India,2019,Medium,7/29/2022
CUST022325,ORD022325,PROD022325,8/20/2021,8/23/2021,Standard Class,4664.24,3,0.04,Uttar Pradesh,226001,1237.11,Village,West,India,2021,Large,9/29/2020
CUST022326,ORD022326,PROD022326,1/13/2020,1/18/2020,Same Day,30164.98,6,0.39,Karnataka,560001,3852.13,Village,West,India,2019,Large,10/4/2021
CUST022327,ORD022327,PROD022327,7/6/2020,7/9/2020,Same Day,20731.6,7,0.26,Rajasthan,302001,2012.97,Village,East,India,2023,Large,11/9/2022
CUST022328,ORD022328,PROD022328,12/2/2019,12/3/2019,Standard Class,3986.12,9,0.14,Madhya Pradesh,462001,837.83,Village,South,India,2019,Medium,10/24/2022
CUST022329,ORD022329,PROD022329,1/3/2020,1/9/2020,First Class,28354.04,1,0.07,Rajasthan,302001,4803.17,Tier 2,West,India,2022,Large,11/7/2019
CUST022330,ORD022330,PROD022330,5/23/2019,5/25/2019,Same Day,41783.82,8,0.23,Madhya Pradesh,462001,4058.86,Tier 2,West,India,2021,Medium,10/31/2022
CUST022331,ORD022331,PROD022331,1/28/2019,2/2/2019,Standard Class,8086.95,9,0.1,Uttar Pradesh,226001,1625.54,Tier 2,East,India,2023,Medium,1/12/2020
CUST022332,ORD022332,PROD022332,10/25/2021,10/26/2021,Same Day,23573.3,4,0.08,Karnataka,560001,4307.15,Tier 2,West,India,2022,Large,7/3/2020
CUST022333,ORD022333,PROD022333,9/2/2022,9/7/2022,Second Class,41924.88,8,0.38,Uttar Pradesh,226001,4337.78,Tier 1,East,India,2022,Medium,5/11/2020
CUST022334,ORD022334,PROD022334,5/6/2019,5/8/2019,Standard Class,17978.96,1,0.23,Tamil Nadu,600001,3070.17,Village,West,India,2020,Large,6/20/2019
CUST022335,ORD022335,PROD022335,8/15/2020,8/20/2020,First Class,19625.09,5,0,Tamil Nadu,600001,3193.26,Tier 2,North,India,2021,Large,12/28/2023
CUST022336,ORD022336,PROD022336,9/9/2023,9/10/2023,First Class,32109.17,6,0.3,West Bengal,700001,2874.86,Village,West,India,2019,Large,10/5/2021
CUST022337,ORD022337,PROD022337,12/31/2019,1/2/2020,First Class,2059.25,7,0.11,Maharashtra,400001,190.14,Tier 1,North,India,2022,Small,6/15/2023
CUST022338,ORD022338,PROD022338,5/3/2023,5/6/2023,Same Day,13650.29,4,0.3,Maharashtra,400001,1703.19,Village,North,India,2022,Small,8/23/2019
CUST022339,ORD022339,PROD022339,11/6/2022,11/13/2022,Second Class,15359.13,7,0.43,Tamil Nadu,600001,1805.13,Tier 1,West,India,2019,Small,9/26/2020
CUST022340,ORD022340,PROD022340,2/2/2022,2/3/2022,First Class,47056.42,2,0.38,West Bengal,700001,6506.31,Tier 2,East,India,2023,Medium,5/19/2019
CUST022341,ORD022341,PROD022341,1/16/2021,1/19/2021,Second Class,41657.7,9,0.06,Delhi,110001,7827.95,Tier 1,East,India,2023,Small,9/16/2021
CUST022342,ORD022342,PROD022342,11/15/2019,11/21/2019,Standard Class,25399.38,3,0.48,Maharashtra,400001,1561.16,Tier 1,East,India,2020,Small,12/5/2022
CUST022343,ORD022343,PROD022343,3/7/2022,3/10/2022,First Class,39409.49,6,0.07,Tamil Nadu,600001,5145.52,Tier 2,North,India,2022,Small,4/18/2021
CUST022344,ORD022344,PROD022344,7/19/2019,7/25/2019,Standard Class,32288.85,3,0.43,Madhya Pradesh,462001,3346.05,Village,North,India,2020,Small,9/14/2021
CUST022345,ORD022345,PROD022345,11/20/2022,11/25/2022,First Class,24349.62,3,0.4,Punjab,160001,1879.39,Tier 1,East,India,2020,Small,6/26/2021
CUST022346,ORD022346,PROD022346,11/21/2019,11/28/2019,Standard Class,2626.89,7,0.29,Punjab,160001,345.63,Village,North,India,2020,Small,4/25/2019
CUST022347,ORD022347,PROD022347,4/25/2022,4/29/2022,First Class,13261.35,4,0.15,Karnataka,560001,1352.86,Village,West,India,2020,Large,6/27/2023
CUST022348,ORD022348,PROD022348,9/27/2019,9/28/2019,Same Day,47950.69,9,0.09,Rajasthan,302001,10267.52,Village,West,India,2021,Large,2/14/2021
CUST022349,ORD022349,PROD022349,5/3/2019,5/7/2019,Same Day,19602.39,3,0.19,Tamil Nadu,600001,2989.22,Tier 1,West,India,2021,Medium,1/11/2022
CUST022350,ORD022350,PROD022350,2/28/2022,3/7/2022,Standard Class,42946.03,10,0.21,Delhi,110001,7053.38,Tier 1,East,India,2021,Large,12/5/2023
CUST022351,ORD022351,PROD022351,11/9/2021,11/15/2021,Same Day,1324.68,7,0.19,Uttar Pradesh,226001,302.49,Village,West,India,2023,Small,2/15/2019
CUST022352,ORD022352,PROD022352,2/15/2022,2/20/2022,First Class,3699.25,5,0.02,Maharashtra,400001,570.87,Village,North,India,2021,Medium,6/10/2019
CUST022353,ORD022353,PROD022353,10/16/2022,10/17/2022,Second Class,37187.89,9,0.37,Madhya Pradesh,462001,6213.12,Tier 2,West,India,2021,Medium,5/2/2021
CUST022354,ORD022354,PROD022354,9/5/2021,9/9/2021,Standard Class,10785.21,2,0.07,Karnataka,560001,1091.18,Tier 1,South,India,2019,Small,3/2/2022
CUST022355,ORD022355,PROD022355,10/6/2020,10/9/2020,Same Day,40201.07,7,0.32,Rajasthan,302001,5623.01,Tier 2,North,India,2019,Large,7/24/2019
CUST022356,ORD022356,PROD022356,1/5/2023,1/11/2023,Second Class,46203.15,8,0.25,West Bengal,700001,5410.32,Village,South,India,2020,Large,12/26/2022
CUST022357,ORD022357,PROD022357,10/26/2023,10/29/2023,Second Class,8644.51,9,0.3,Gujarat,380001,742.48,Tier 2,South,India,2019,Small,8/16/2020
CUST022358,ORD022358,PROD022358,3/27/2019,4/1/2019,Standard Class,30676.33,7,0.19,Delhi,110001,3141.97,Tier 2,West,India,2020,Large,11/29/2020
CUST022359,ORD022359,PROD022359,9/12/2021,9/16/2021,Second Class,13761.72,9,0.06,Uttar Pradesh,226001,3379.41,Village,West,India,2019,Small,12/20/2020
CUST022360,ORD022360,PROD022360,10/26/2023,11/2/2023,Same Day,29584.29,5,0.37,Punjab,160001,2701.3,Tier 1,East,India,2020,Small,8/8/2019
CUST022361,ORD022361,PROD022361,10/22/2021,10/25/2021,Second Class,45128.83,1,0.02,Gujarat,380001,12809.85,Village,North,India,2021,Medium,9/29/2019
CUST022362,ORD022362,PROD022362,8/28/2020,8/30/2020,Standard Class,31727.12,6,0.26,Madhya Pradesh,462001,6440.16,Tier 2,North,India,2020,Large,4/8/2021
CUST022363,ORD022363,PROD022363,8/27/2020,9/1/2020,Same Day,45533.94,2,0.33,Madhya Pradesh,462001,6403.34,Village,South,India,2021,Small,6/19/2019
CUST022364,ORD022364,PROD022364,3/8/2022,3/12/2022,Standard Class,48948.76,6,0.13,Maharashtra,400001,6951.65,Tier 2,East,India,2023,Small,5/21/2022
CUST022365,ORD022365,PROD022365,7/18/2023,7/20/2023,Standard Class,41941.47,8,0.31,Maharashtra,400001,6946.61,Tier 2,East,India,2021,Medium,12/26/2022
CUST022366,ORD022366,PROD022366,1/17/2021,1/23/2021,Same Day,35536.63,6,0.14,Delhi,110001,6252.21,Village,West,India,2023,Medium,6/30/2020
CUST022367,ORD022367,PROD022367,7/9/2021,7/12/2021,Same Day,24825.27,9,0.37,West Bengal,700001,2868.27,Village,West,India,2023,Medium,10/7/2023
CUST022368,ORD022368,PROD022368,4/22/2022,4/25/2022,Second Class,9611.88,6,0.29,Delhi,110001,1938.87,Tier 2,South,India,2020,Medium,6/13/2022
CUST022369,ORD022369,PROD022369,11/21/2022,11/25/2022,Standard Class,4501.3,3,0.23,West Bengal,700001,973.82,Village,South,India,2021,Large,2/14/2023
CUST022370,ORD022370,PROD022370,5/24/2019,5/30/2019,Standard Class,44418.44,6,0.1,Gujarat,380001,4104.85,Tier 1,West,India,2023,Medium,10/28/2022
CUST022371,ORD022371,PROD022371,2/1/2021,2/5/2021,Standard Class,8105.84,2,0.38,Uttar Pradesh,226001,721.65,Village,South,India,2020,Medium,4/13/2023
CUST022372,ORD022372,PROD022372,2/2/2019,2/4/2019,Standard Class,43386.95,2,0.09,Delhi,110001,5956.81,Tier 1,South,India,2019,Large,12/14/2023
CUST022373,ORD022373,PROD022373,3/2/2021,3/8/2021,Standard Class,15939.42,1,0.34,Rajasthan,302001,3047.11,Tier 2,East,India,2022,Medium,9/23/2020
CUST022374,ORD022374,PROD022374,10/20/2023,10/26/2023,Second Class,35135.71,7,0.25,Madhya Pradesh,462001,5051.7,Tier 2,North,India,2020,Small,8/25/2020
CUST022375,ORD022375,PROD022375,8/24/2022,8/28/2022,Second Class,12948.71,3,0.29,Punjab,160001,2693.37,Village,South,India,2023,Small,9/29/2021
CUST022376,ORD022376,PROD022376,8/12/2021,8/13/2021,Standard Class,12024.4,7,0.45,West Bengal,700001,1110.37,Tier 1,North,India,2023,Large,7/12/2021
CUST022377,ORD022377,PROD022377,2/14/2022,2/15/2022,First Class,48604.31,3,0.46,Gujarat,380001,4641.7,Tier 1,North,India,2022,Small,2/8/2020
CUST022378,ORD022378,PROD022378,12/27/2022,1/2/2023,Second Class,23981,9,0.08,Uttar Pradesh,226001,5654.9,Village,South,India,2021,Small,3/10/2021
CUST022379,ORD022379,PROD022379,6/19/2023,6/20/2023,First Class,19325.56,2,0.43,Karnataka,560001,2954.5,Village,North,India,2023,Medium,10/7/2023
CUST022380,ORD022380,PROD022380,2/22/2021,2/28/2021,Standard Class,33442.33,3,0.46,Madhya Pradesh,462001,3915.04,Tier 2,East,India,2020,Large,7/19/2022
CUST022381,ORD022381,PROD022381,7/6/2023,7/10/2023,Second Class,12099.01,3,0.49,Gujarat,380001,1691.76,Tier 2,West,India,2020,Small,6/27/2019
CUST022382,ORD022382,PROD022382,1/13/2019,1/20/2019,Same Day,1662.68,2,0.43,Rajasthan,302001,175.58,Village,West,India,2021,Large,6/17/2020
CUST022383,ORD022383,PROD022383,10/22/2023,10/28/2023,First Class,45351.55,3,0.07,Karnataka,560001,5305.72,Village,East,India,2019,Large,12/3/2021
CUST022384,ORD022384,PROD022384,1/26/2020,2/1/2020,Second Class,10466.76,8,0.45,Uttar Pradesh,226001,1283.66,Village,East,India,2019,Small,10/25/2021
CUST022385,ORD022385,PROD022385,12/7/2023,12/12/2023,Same Day,14646.16,9,0.24,Maharashtra,400001,2835.97,Tier 1,North,India,2019,Large,4/1/2023
CUST022386,ORD022386,PROD022386,11/15/2019,11/20/2019,Same Day,34372.42,4,0.42,Rajasthan,302001,3806.44,Tier 2,West,India,2020,Small,12/23/2023
CUST022387,ORD022387,PROD022387,7/10/2021,7/12/2021,First Class,35249.22,1,0.06,Punjab,160001,7234.91,Village,North,India,2020,Medium,2/23/2020
CUST022388,ORD022388,PROD022388,7/9/2021,7/13/2021,First Class,5614.98,9,0.02,Karnataka,560001,740.64,Tier 2,North,India,2019,Small,10/28/2020
CUST022389,ORD022389,PROD022389,1/2/2023,1/4/2023,Same Day,46932.6,6,0.25,Gujarat,380001,4070.88,Village,East,India,2020,Medium,12/1/2020
CUST022390,ORD022390,PROD022390,8/16/2019,8/19/2019,Same Day,48967.51,9,0.17,Uttar Pradesh,226001,11967.22,Tier 1,North,India,2022,Large,8/6/2023
CUST022391,ORD022391,PROD022391,6/1/2022,6/5/2022,Second Class,31823.88,1,0.14,Tamil Nadu,600001,7316.48,Tier 2,West,India,2019,Large,5/28/2020
CUST022392,ORD022392,PROD022392,6/23/2019,6/29/2019,Second Class,5370.55,6,0.04,Rajasthan,302001,1078.46,Tier 2,West,India,2019,Small,8/26/2023
CUST022393,ORD022393,PROD022393,7/21/2023,7/26/2023,First Class,10736.14,9,0.35,Punjab,160001,1241.74,Tier 1,North,India,2020,Small,2/12/2019
CUST022394,ORD022394,PROD022394,12/10/2020,12/16/2020,Same Day,16231.07,4,0.05,Gujarat,380001,1731.96,Tier 1,West,India,2019,Large,4/26/2019
CUST022395,ORD022395,PROD022395,12/29/2021,12/31/2021,First Class,1771.09,8,0.12,Rajasthan,302001,245.88,Village,West,India,2022,Medium,3/27/2019
CUST022396,ORD022396,PROD022396,10/16/2020,10/21/2020,Standard Class,30354.03,9,0.25,Tamil Nadu,600001,4214.23,Tier 2,West,India,2021,Large,5/7/2022
CUST022397,ORD022397,PROD022397,2/4/2020,2/8/2020,Second Class,4423.96,7,0.18,Gujarat,380001,824.13,Tier 2,North,India,2019,Large,1/13/2019
CUST022398,ORD022398,PROD022398,4/3/2023,4/9/2023,First Class,1942.3,5,0.36,Tamil Nadu,600001,225.31,Tier 2,West,India,2023,Small,4/20/2022
CUST022399,ORD022399,PROD022399,12/24/2021,12/28/2021,Standard Class,18243.93,3,0.3,Gujarat,380001,1329.21,Tier 2,South,India,2021,Small,3/5/2023
CUST022400,ORD022400,PROD022400,2/27/2022,3/4/2022,Same Day,8519.1,10,0.13,Uttar Pradesh,226001,1664.51,Tier 2,North,India,2023,Medium,12/2/2022
CUST022401,ORD022401,PROD022401,9/4/2019,9/10/2019,Same Day,47149.46,3,0.13,Karnataka,560001,8677.75,Tier 1,North,India,2022,Small,1/18/2023
CUST022402,ORD022402,PROD022402,10/24/2020,10/28/2020,Second Class,18053.08,5,0.45,Tamil Nadu,600001,2445.5,Tier 1,East,India,2021,Large,2/6/2022
CUST022403,ORD022403,PROD022403,12/21/2020,12/23/2020,First Class,14208.23,8,0.39,Gujarat,380001,1242.83,Tier 1,East,India,2022,Medium,1/29/2023
CUST022404,ORD022404,PROD022404,4/18/2020,4/22/2020,Standard Class,33518.12,3,0.02,West Bengal,700001,9644.28,Village,East,India,2020,Medium,9/23/2020
CUST022405,ORD022405,PROD022405,9/21/2023,9/25/2023,First Class,353.17,4,0.3,Karnataka,560001,33.71,Tier 1,West,India,2022,Medium,12/9/2019
CUST022406,ORD022406,PROD022406,10/23/2022,10/24/2022,Second Class,38312.05,5,0.16,West Bengal,700001,8751.29,Village,South,India,2023,Small,2/24/2020
CUST022407,ORD022407,PROD022407,10/23/2020,10/25/2020,Same Day,15427.82,5,0.21,Tamil Nadu,600001,3318.71,Village,North,India,2020,Small,12/9/2023
CUST022408,ORD022408,PROD022408,10/20/2020,10/22/2020,Same Day,885.73,9,0.12,Gujarat,380001,123.5,Tier 2,West,India,2021,Small,5/14/2021
CUST022409,ORD022409,PROD022409,2/28/2023,3/3/2023,Same Day,43108.06,8,0.43,Punjab,160001,6786.09,Tier 1,West,India,2022,Large,8/21/2021
CUST022410,ORD022410,PROD022410,9/23/2019,9/27/2019,Same Day,29225.63,7,0.42,Maharashtra,400001,2359.93,Tier 1,East,India,2021,Small,10/7/2021
CUST022411,ORD022411,PROD022411,4/1/2020,4/5/2020,Second Class,11952.62,2,0.49,Delhi,110001,1757.49,Village,West,India,2019,Small,7/19/2019
CUST022412,ORD022412,PROD022412,12/21/2020,12/25/2020,Second Class,46913.96,3,0.08,Punjab,160001,9611.6,Tier 1,North,India,2021,Small,12/11/2023
CUST022413,ORD022413,PROD022413,5/15/2020,5/21/2020,Second Class,10597.47,3,0.03,Tamil Nadu,600001,2442.22,Village,West,India,2019,Small,3/24/2021
CUST022414,ORD022414,PROD022414,5/20/2023,5/21/2023,Second Class,35912.91,9,0.28,West Bengal,700001,4119.2,Village,West,India,2022,Large,5/27/2022
CUST022415,ORD022415,PROD022415,12/11/2019,12/16/2019,Standard Class,44797.17,2,0.31,Delhi,110001,3618.93,Village,West,India,2020,Medium,9/15/2021
CUST022416,ORD022416,PROD022416,12/30/2023,12/31/2023,First Class,12118.13,4,0.26,Uttar Pradesh,226001,2670.24,Tier 2,East,India,2022,Small,7/28/2021
CUST022417,ORD022417,PROD022417,4/18/2023,4/25/2023,Same Day,25173.04,5,0.33,West Bengal,700001,3065.82,Tier 2,South,India,2022,Large,9/28/2019
CUST022418,ORD022418,PROD022418,5/9/2022,5/16/2022,Standard Class,42565.39,4,0.37,West Bengal,700001,6219.14,Village,North,India,2021,Small,1/8/2022
CUST022419,ORD022419,PROD022419,10/6/2019,10/10/2019,Standard Class,29622.53,8,0.43,Uttar Pradesh,226001,3941.86,Village,South,India,2022,Small,8/13/2021
CUST022420,ORD022420,PROD022420,12/15/2022,12/19/2022,First Class,16893.37,2,0.29,Delhi,110001,2912.59,Village,South,India,2020,Large,11/8/2021
CUST022421,ORD022421,PROD022421,12/20/2023,12/22/2023,Same Day,22635.54,1,0.22,Maharashtra,400001,4676.52,Tier 1,North,India,2021,Medium,12/10/2023
CUST022422,ORD022422,PROD022422,12/5/2019,12/11/2019,Standard Class,34831.39,3,0.14,Karnataka,560001,4775.72,Village,South,India,2019,Small,10/17/2020
CUST022423,ORD022423,PROD022423,1/15/2020,1/21/2020,Second Class,28148.33,9,0.43,Tamil Nadu,600001,3606.05,Tier 1,North,India,2021,Medium,12/5/2023
CUST022424,ORD022424,PROD022424,11/5/2020,11/10/2020,Same Day,26811.79,2,0.43,Punjab,160001,1636.6,Tier 1,West,India,2022,Small,12/14/2022
CUST022425,ORD022425,PROD022425,9/6/2021,9/7/2021,Second Class,7801.84,5,0.02,Maharashtra,400001,2249.23,Village,South,India,2022,Small,5/22/2023
CUST022426,ORD022426,PROD022426,5/5/2022,5/10/2022,Second Class,17841.98,1,0.21,Maharashtra,400001,2756.66,Village,West,India,2022,Small,10/23/2021
CUST022427,ORD022427,PROD022427,9/15/2020,9/16/2020,Standard Class,31420.77,1,0.11,Tamil Nadu,600001,6389.29,Tier 1,East,India,2022,Small,5/30/2023
CUST022428,ORD022428,PROD022428,5/27/2021,6/1/2021,Standard Class,12892.16,1,0.2,Rajasthan,302001,1339.12,Tier 2,South,India,2023,Large,1/5/2019
CUST022429,ORD022429,PROD022429,4/26/2021,5/3/2021,Same Day,31900.2,1,0.09,Gujarat,380001,6239.25,Tier 1,East,India,2020,Medium,4/2/2022
CUST022430,ORD022430,PROD022430,3/25/2021,3/30/2021,Standard Class,47275.72,8,0.19,Gujarat,380001,4470.35,Tier 1,North,India,2020,Medium,7/21/2019
CUST022431,ORD022431,PROD022431,11/20/2020,11/23/2020,Second Class,17709.2,1,0.3,Rajasthan,302001,2666.05,Tier 2,South,India,2022,Large,11/10/2023
CUST022432,ORD022432,PROD022432,8/14/2023,8/21/2023,Same Day,41819.94,8,0.33,Gujarat,380001,2949.33,Village,South,India,2023,Small,5/20/2020
CUST022433,ORD022433,PROD022433,7/19/2019,7/23/2019,Second Class,5130.18,7,0.43,Tamil Nadu,600001,487.92,Tier 1,East,India,2022,Small,11/28/2023
CUST022434,ORD022434,PROD022434,12/22/2021,12/23/2021,Same Day,45118.73,6,0.49,Uttar Pradesh,226001,4195.15,Tier 1,North,India,2022,Large,8/8/2021
CUST022435,ORD022435,PROD022435,12/12/2020,12/16/2020,Second Class,34853.28,6,0.21,Tamil Nadu,600001,3864.54,Tier 1,East,India,2022,Large,12/23/2021
CUST022436,ORD022436,PROD022436,11/25/2020,11/30/2020,Standard Class,3017.48,10,0.1,Uttar Pradesh,226001,801.58,Village,East,India,2019,Medium,3/7/2019
CUST022437,ORD022437,PROD022437,2/20/2021,2/26/2021,Standard Class,6346.73,8,0.22,Gujarat,380001,603.26,Tier 1,North,India,2021,Small,7/7/2023
CUST022438,ORD022438,PROD022438,5/29/2022,6/4/2022,Same Day,2073.32,8,0.44,Uttar Pradesh,226001,226.39,Tier 2,East,India,2022,Small,10/18/2019
CUST022439,ORD022439,PROD022439,7/25/2023,7/26/2023,Same Day,1303.08,8,0.11,Delhi,110001,126.09,Village,West,India,2023,Medium,12/4/2019
CUST022440,ORD022440,PROD022440,1/25/2019,1/28/2019,Standard Class,40083.04,4,0.43,Delhi,110001,6747.07,Village,East,India,2019,Medium,9/19/2023
CUST022441,ORD022441,PROD022441,7/21/2022,7/27/2022,Standard Class,9895.97,6,0.35,Gujarat,380001,1546.39,Tier 1,East,India,2022,Medium,5/25/2023
CUST022442,ORD022442,PROD022442,8/29/2021,9/2/2021,Second Class,26617.59,2,0.36,Delhi,110001,3735.85,Tier 2,North,India,2021,Small,9/10/2020
CUST022443,ORD022443,PROD022443,2/26/2023,3/1/2023,First Class,46125.1,2,0.07,Tamil Nadu,600001,5026.74,Tier 2,West,India,2019,Medium,11/22/2021
CUST022444,ORD022444,PROD022444,5/9/2021,5/15/2021,Second Class,34777.28,9,0.03,Tamil Nadu,600001,9757.99,Village,North,India,2022,Small,7/27/2019
CUST022445,ORD022445,PROD022445,5/29/2021,6/1/2021,Standard Class,36206.6,10,0.47,Karnataka,560001,2412.48,Village,East,India,2023,Medium,5/16/2020
CUST022446,ORD022446,PROD022446,3/30/2019,4/2/2019,First Class,7738.24,10,0.46,West Bengal,700001,698.95,Tier 1,South,India,2021,Medium,8/8/2020
CUST022447,ORD022447,PROD022447,1/2/2020,1/7/2020,Standard Class,3210.18,10,0.31,Karnataka,560001,567.61,Tier 1,South,India,2022,Medium,9/22/2023
CUST022448,ORD022448,PROD022448,12/1/2021,12/7/2021,Second Class,37946.53,2,0.18,Karnataka,560001,3563.46,Village,West,India,2020,Large,4/15/2020
CUST022449,ORD022449,PROD022449,9/5/2023,9/9/2023,Standard Class,17099.43,3,0.27,Maharashtra,400001,2356.91,Tier 1,South,India,2019,Large,2/1/2019
CUST022450,ORD022450,PROD022450,8/17/2023,8/20/2023,Standard Class,3227.25,7,0.07,Delhi,110001,361.16,Village,West,India,2020,Large,6/16/2020
CUST022451,ORD022451,PROD022451,10/21/2023,10/28/2023,Same Day,21318.86,5,0.21,Rajasthan,302001,2399.72,Village,East,India,2021,Large,2/5/2023
CUST022452,ORD022452,PROD022452,11/18/2020,11/23/2020,First Class,19416.75,1,0.2,West Bengal,700001,1887.71,Village,South,India,2023,Small,6/6/2020
CUST022453,ORD022453,PROD022453,6/16/2020,6/22/2020,First Class,47689.66,6,0.17,Maharashtra,400001,8339.8,Tier 2,South,India,2022,Small,6/3/2022
CUST022454,ORD022454,PROD022454,2/19/2023,2/20/2023,First Class,1931.16,3,0.1,Punjab,160001,303.2,Tier 1,North,India,2020,Small,1/16/2020
CUST022455,ORD022455,PROD022455,3/14/2021,3/21/2021,Second Class,37673.64,10,0.25,Uttar Pradesh,226001,4314.53,Village,West,India,2019,Small,7/5/2019
CUST022456,ORD022456,PROD022456,3/6/2020,3/12/2020,Second Class,14310.79,10,0.41,Maharashtra,400001,2053.85,Tier 1,South,India,2020,Medium,8/29/2019
CUST022457,ORD022457,PROD022457,1/9/2021,1/14/2021,Standard Class,40186.34,6,0.3,Rajasthan,302001,7014.73,Tier 2,North,India,2023,Small,10/17/2023
CUST022458,ORD022458,PROD022458,4/15/2020,4/21/2020,Same Day,27289.99,4,0.22,Gujarat,380001,3868.47,Tier 2,East,India,2020,Medium,4/20/2020
CUST022459,ORD022459,PROD022459,11/27/2020,12/1/2020,First Class,41873.19,4,0.46,Karnataka,560001,6022.43,Tier 1,East,India,2021,Small,2/27/2021
CUST022460,ORD022460,PROD022460,3/5/2020,3/8/2020,First Class,16128.46,9,0.43,Uttar Pradesh,226001,1703.4,Village,West,India,2021,Small,3/25/2020
CUST022461,ORD022461,PROD022461,3/30/2023,4/2/2023,Standard Class,25752.96,3,0.37,Maharashtra,400001,1830.98,Tier 2,North,India,2022,Small,6/30/2023
CUST022462,ORD022462,PROD022462,6/3/2020,6/7/2020,Standard Class,14185.61,2,0.39,Rajasthan,302001,1408.7,Village,West,India,2023,Large,12/3/2022
CUST022463,ORD022463,PROD022463,10/11/2022,10/14/2022,Same Day,42236.39,1,0.26,Rajasthan,302001,6669.59,Village,South,India,2019,Small,8/31/2022
CUST022464,ORD022464,PROD022464,11/8/2021,11/15/2021,Same Day,8909.86,4,0.04,West Bengal,700001,1949.83,Tier 2,East,India,2023,Small,4/24/2020
CUST022465,ORD022465,PROD022465,12/13/2019,12/16/2019,First Class,5148.89,3,0.49,Rajasthan,302001,737.76,Tier 2,North,India,2020,Large,7/21/2021
CUST022466,ORD022466,PROD022466,6/1/2020,6/4/2020,Second Class,16168.06,10,0.48,Madhya Pradesh,462001,2257.06,Village,East,India,2020,Medium,5/11/2023
CUST022467,ORD022467,PROD022467,1/20/2021,1/23/2021,Same Day,45184.74,3,0.3,Tamil Nadu,600001,8948.65,Tier 1,West,India,2020,Small,5/15/2021
CUST022468,ORD022468,PROD022468,12/17/2023,12/22/2023,Standard Class,36295.52,2,0.44,Delhi,110001,4048.37,Village,West,India,2019,Small,3/4/2022
CUST022469,ORD022469,PROD022469,3/29/2022,3/30/2022,Same Day,8334.5,5,0,Punjab,160001,1524.22,Tier 2,North,India,2023,Small,12/26/2022
CUST022470,ORD022470,PROD022470,4/19/2023,4/21/2023,Standard Class,5329.62,1,0.2,Rajasthan,302001,636.66,Tier 1,South,India,2023,Small,12/1/2022
CUST022471,ORD022471,PROD022471,9/8/2022,9/13/2022,Second Class,12875.59,7,0.18,Delhi,110001,2016,Tier 2,South,India,2022,Large,10/14/2023
CUST022472,ORD022472,PROD022472,9/2/2019,9/9/2019,Same Day,7004.8,9,0.41,Punjab,160001,603.6,Tier 1,South,India,2021,Large,8/8/2020
CUST022473,ORD022473,PROD022473,8/8/2019,8/13/2019,Second Class,15633.45,6,0.39,Karnataka,560001,2193.49,Tier 2,East,India,2020,Medium,6/18/2021
CUST022474,ORD022474,PROD022474,10/22/2021,10/23/2021,Second Class,42659.2,2,0.03,Punjab,160001,5493.48,Village,East,India,2021,Small,10/15/2023
CUST022475,ORD022475,PROD022475,3/17/2022,3/24/2022,Standard Class,17666.17,3,0.36,Gujarat,380001,1956.52,Village,North,India,2021,Large,9/4/2023
CUST022476,ORD022476,PROD022476,5/9/2023,5/13/2023,Second Class,6888.08,8,0.09,West Bengal,700001,1439.47,Tier 2,North,India,2023,Small,4/15/2023
CUST022477,ORD022477,PROD022477,9/5/2020,9/10/2020,Same Day,17667.73,8,0.32,Punjab,160001,1714.65,Tier 1,South,India,2022,Small,3/15/2023
CUST022478,ORD022478,PROD022478,9/6/2021,9/11/2021,First Class,30685.21,9,0.42,West Bengal,700001,2322.95,Tier 2,South,India,2021,Large,7/27/2022
CUST022479,ORD022479,PROD022479,7/22/2020,7/26/2020,Second Class,30848.62,9,0.23,Punjab,160001,4506.56,Village,South,India,2022,Large,6/1/2023
CUST022480,ORD022480,PROD022480,8/6/2020,8/12/2020,First Class,9989.15,8,0.03,Madhya Pradesh,462001,1795.6,Village,East,India,2022,Medium,12/13/2023
CUST022481,ORD022481,PROD022481,7/5/2020,7/10/2020,Standard Class,28095.21,4,0.35,Delhi,110001,1919.56,Tier 2,North,India,2022,Small,4/16/2020
CUST022482,ORD022482,PROD022482,12/23/2022,12/26/2022,Standard Class,47984.22,2,0.11,Tamil Nadu,600001,10331.88,Tier 2,North,India,2020,Large,12/12/2023
CUST022483,ORD022483,PROD022483,5/30/2021,6/1/2021,First Class,40963.93,4,0.23,Maharashtra,400001,6578.4,Village,East,India,2021,Large,12/1/2019
CUST022484,ORD022484,PROD022484,11/20/2020,11/25/2020,Second Class,6265.67,4,0.46,Karnataka,560001,906.89,Tier 2,North,India,2022,Small,6/24/2019
CUST022485,ORD022485,PROD022485,2/20/2021,2/25/2021,Second Class,9724.74,4,0.19,Punjab,160001,1371.68,Village,North,India,2019,Medium,3/25/2022
